name,nameUi,type,year,model,scale,country,tonnageMin,tonnageMax,speedLimiter,param
dd_5_nose_large_france,Modern Destroyer (Leader),dd,1924,akizuki_hull_b,1.36,france,3000,3950,35.5,"type(dd), DD_Modern_L_Fr, dd, g4, var(nose_long)"
dd_5_nose_small_france,Modern Destroyer (Standard),dd,1921,akizuki_hull_b,1.20,france,1900,2550,37.3,"type(dd), DD_Modern_M_Fr, dd, g4, var(nose_long)"
dd_4_france,Destroyer IV,dd,1918,dd_s_hull,1.36,"france, italy",1700,2400,36.5,"type(dd), DD_Big_France, dd, g3"
dd_3_france,Destroyer III,dd,1914,dd_s_hull,1.52,france,1500,2000,35.0,"type(dd), DD_large, dd, g3"
dd_2_france,Destroyer II,dd,1911,dd_s_hull,1.45,"france, italy, austria",1300,1700,34.5,"type(dd), DD_Small_Russia, dd, g2"
dd_1_france,Destroyer I,dd,1899,dd_s_hull,1.33,"france, italy",800,1200,34.0,"type(dd), DD_Small_Russia, dd, g1"
tb_modern_5,Modern Torpedo Boat,tb,1920,akizuki_hull_b,0.75,france,650,1000,35.0,"type(tb), TB_Modern_5, dd, g4, var(nose_long_b)"
tb_standard,Torpedo Boat,tb,1890,jap_tb_hull,1.41,"france, usa, britain, spain, japan",200,500,28.5,"type(tb), TB, tb, g1, var(bow_a)"
bb_7_littorio,Super Battleship,bb,1936,littorio_hull_a,1.20,italy,76500,92500,33.0,"type(bb), BB_Littorio_Super, Side_Barbettes, Big_SuperStructure, Mixed_Quads, var(stern_a), bb, g4"
bb_6_littorio,Modern Battleship III,bb,1936,littorio_hull_a,1.00,italy,45000,72500,32.5,"type(bb), BB_Littorio, Side_Barbettes, Typical_Modern2_BB, Mixed_Quads, var(stern_a), bb, g4"
bb_6_italy,Modern Battleship II,bb,1929,spee_hull_a,1.48,italy,60500,70500,32.0,"type(bb), BB_Modern_Italy2, Middle_SuperStructure, Mixed_Quads, Big_SuperStructure, barbette_need, var(stern_a), bb, g4"
bb_5_cesare,Small Modernized Dreadnought,bb,1929,invincible_hull,1.04,italy,24000,29000,24.0,"type(bb), BB_Cesare, No_Barb, Mixed_Quads, Big_SuperStructure, little_funnel_room, bb, g3, g4"
bb_5_italy,Modern Battleship I,bb,1927,invincible_hull,1.34,italy,55000,65000,32.0,"type(bb), BB_Modern_Italy, Middle_SuperStructure, Mixed_Quads, Big_SuperStructure, barbette_need, little_funnel_room, bb, g4"
bb_4_generic,Modernized Dreadnought II,bb,1927,dreadnought_hull_flat_b,1.42,"italy, spain, france",54000,64000,24.5,"type(bb), BB_Generic_Advanced, bb, g3, Small_Deck, Narrow_Deck, var(center_mounts)"
bb_4_generic_alt,Modernized Dreadnought I,bb,1927,dreadnought_hull_c,1.23,"italy, france",34000,44000,24.5,"type(bb), BB_Generic_Advanced, bb, g3, Small_Deck, Narrow_Deck, var(center_mounts)"
bb_4_italy,Dreadnought V,bb,1919,invincible_hull_b,1.28,italy,38000,56000,24.5,"type(bb), BB_Super, bb, g3, var(stern_flat)"
bb_2_Italy,Dreadnought IV,bb,1914,invincible_hull_b,1.18,italy,29000,35000,22.0,"type(bb), BB_Super, bb, g3"
bb_1_italy,Dreadnought III,bb,1912,fuso_hull_a,0.95,italy,23000,30000,22.3,"type(bb), BB_Italy_Old, Old_Small_Towers,barbette_need, bb, g3"
bb_1_italy_medium,Dreadnought II,bb,1908,von_der_tan_hull_c_tall2,0.91,italy,20500,25000,22.5,"type(bb), BB_Italy_Dante, Old_Small_Towers, RussianCenterline, RussianCenterline_Old, bb, g2, frontalfunnel"
bb_1_italy_small,Dreadnought I,bb,1905,von_der_tan_hull_c_long,0.91,italy,18000,21500,22.0,"type(bb), BB_Italy_Dante, Old_Small_Towers, RussianCenterline, RussianCenterline_Old, bb, g2, frontalfunnel"
bb_1_italy_fast,Fast Dreadnought,bb,1905,dreadnought_hull_b_var,0.97,italy,16950,19750,24.0,"type(bb), CA_Italy_StGeorgio, bb, g1, g2, Late_Cross_Deck_plus"
bb_1_italy_semi,Fast Semi-Dreadnought,bb,1899,dreadnought_hull_b_var,0.94,italy,14500,16750,24.0,"type(bb), CA_Italy_StGeorgio, bb, g1, g2, Late_Cross_Deck_plus"
b1_maine_semidread2,Small Semi-Dreadnought,bb,1899,maine_hull_h,1.29,italy,12500,15500,21.5,"type(bb), CA_Italy_StGeorgio, bb, old_predread, Late_Cross_Deck, Small_Foredeck, g1, g2"
b_1_largegeneric,Battleship III,bb,1895,cressy_hull_bb2,1.30,italy,13500,17000,18.0,"type(bb), B_Regina, old_predread, earlybb_sideguns, bb, g1"
b_2_italy,Battleship II,bb,1892,cressy_hull_bb2,1.20,italy,12500,15500,20.2,"type(bb), B_Regina, old_predread, bb, g1, var(bow_2;middle_gun_a)"
b_1_austria,Battleship I,bb,1890,irresistible_hull_c,0.94,italy,8000,11500,18.0,"type(bb), Austria_B, bb, g1"
b_1_italian_3mast,Small Battleship,bb,1890,irresistible_hull_b_var2,1.00,italy,9000,10500,16.9,"type(bb), B_Italian, bb, g1"
b_1_italian_Large_3mast,Experimental Battleship,bb,1890,irresistible_hull_b_var3,1.12,italy,12500,14200,15.5,"type(bb), B_Italian, B_Italian_Large, bb, g1"
bc_6_generic,Fast Battleship,bc,1935,bismarck_hull_a,1.05,"italy, russia, spain, austria, china",45000,75000,32.5,"type(bc), BB_Fast_Modern, Mixed_Quads, Middle_Big, bc_guns, bc, g4"
bc_6_italy,Modern Battlecruiser II,bc,1935,littorio_hull_a,0.83,italy,39500,54500,33.5,"type(bc), BC_Littorio, Side_Barbettes, Middle_SuperStructure, Mixed_Quads, var(stern_a), bc, g4"
bc_5_russia,Modern Battlecruiser I,bc,1929,bismarck_hull_a,0.87,"italy, spain, austria, china",33000,47000,32.5,"type(bc), BC_Modern_Russia, Middle_SuperStructure, barbette_need, bc_guns, bc, g4"
bc_5_italy,Large Cruiser II,bc,1929,richelieu_hull_b,0.77,italy,32500,42500,36.0,"type(bc), Large_Cruiser_Italy, Middle_SuperStructure, barbette_need, bc, g4"
bc_4_italy,Large Cruiser I,bc,1929,trento_hull,1.27,italy,25000,36500,35.5,"type(bc), BC_Modern_Italy, No_Barb, small_bc, bc_guns, bc, g4, var(middle_boats)"
bc_4_britain,Battlecruiser V,bc,1919,invincible_hull,1.24,"italy, china, spain, russia",33000,45000,29.4,"type(bc), BC_BritainSuper, bc, g3"
bc_3_britain,Battlecruiser III,bc,1913,invincible_hull,1.10,"italy, britain, usa, france",28500,33000,28.5,"type(bc), BC_BritainSuper, barbette_need, bc, g3"
bc_1_Japan,Battlecruiser I,bc,1907,dreadnought_hull_d,0.95,"italy, japan",21000,27000,28.0,"type(bc), BC_Small, bc, g2"
ca_6_italy,Modern Heavy Cruiser VI,ca,1939,kgeorge_hull_a,0.69,italy,16500,19500,35.5,"type(ca), CA_Italy_LowFreeboard, Middle_SuperStructure, barbette_need, ca, g4, var(Smaller_Barbettes)"
ca_5_gen,Modern Heavy Cruiser V,ca,1928,pola_hull,1.02,italy,13500,18000,36.1,"type(ca), CA_Heavy_Early_Cut, CA_Big, No_Barb, ca, g4"
ca_5_italy,Modern Heavy Cruiser IV,ca,1926,pola_hull,1.00,italy,12500,17000,36.0,"type(ca), CA_Heavy, ca, g4, var(middle_level)"
ca_5_generic_2,Modern Heavy Cruiser III,ca,1926,hood_hull_a,0.70,italy,12700,15700,35.8,"type(ca), CA_Heavy_Early, CA_Big_Thin, CutDown, No_Barb, ca, g4"
ca_5_italy_early_2,Modern Heavy Cruiser I,ca,1925,pola_hull,0.85,"italy, russia",9500,12500,34.5,"type(ca), CA_Heavy_Early_Cut, No_Barb, ca, g3"
ca_5_italy_early,Modern Heavy Cruiser II,ca,1922,trento_hull,1.00,italy,12500,15500,35.5,"type(ca), CA_Heavy_Trento, No_Barb, ca, g4, var(middle_boats)"
ca_5_italian_early_condot,Experimental Heavy Cruiser,ca,1917,dido_hull_a_long,1.07,italy,8900,12000,35.5,"type(ca), Italian_Condit, Italian_Condit_extra, g4, Essential_Central_Funnels, No_Barb, ca"
ca_3_averof_mod,Fast Armored Cruiser,ca,1907,warrior_hull_b,1.00,"italy, spain, china",9800,11900,23.0,"type(ca), CA_Averof, CA_Gun_Sides, CA_Gun_Sides_Few, ca, g1, Essential_Central_Funnels"
ca_4_italy_stg,Armored Cruiser V,ca,1907,dreadnought_hull_b_thick,0.80,italy,11000,12800,22.0,"type(ca), CA_Italy_StGeorgio, ca, g2, CA_Gun_Sides, CA_Gun_Sides_Few, CA_biguns"
ca_4_generic_large,Large Armored Cruiser,ca,1907,dreadnought_hull_c_cruiser,1.00,"italy, spain, china, austria, japan",13000,16500,19.5,"type(ca), CA_Large_GunSides, ca, g2, CA_Gun_Sides, CA_Gun_Sides_Few, var(stern_flat)"
ca_4_italy,Semi-Armored Cruiser IV,ca,1907,dreadnought_hull_b,0.75,"italy, china",10000,12500,23.5,"type(ca), CA_Late, CA_biguns, ca, g2"
ca_3_warrior_pisa,Armored Cruiser IV,ca,1902,warrior_hull,0.99,"italy, china",8500,10500,21.5,"type(ca), CA_Pisa, CA_Gun_Sides_Few, ca, g1"
ca_2_austria,Experimental Armored Cruiser,ca,1896,agamemnon_hull_a,0.95,"italy, austria",7500,11000,20.5,"type(ca), CA_med, ca, g1, CA_Gun_Sides, CA_Gun_Sides_Main"
ca_1_italian_exp_3mast,Armored Cruiser III,ca,1894,irresistible_hull_b_var,0.83,italy,7000,8500,16.9,"type(ca), B_Italian, ca, g1"
ca_1_italian_exp_small_3mast,Armored Cruiser II,ca,1894,irresistible_hull_b_var,0.77,italy,6000,7500,16.9,"type(ca), B_Italian, ca, g1"
ca_1,Armored Cruiser II,ca,1890,irresistible_hull_b,0.79,"italy, britain, japan, china, usa, russia",7500,11000,21.5,"type(ca), CA_med, ca, g1"
ca_1_small,Armored Cruiser I,ca,1890,irresistible_hull_d,0.70,"italy, britain, japan, china, usa, russia, spain",3500,8000,20.5,"type(ca), CA_small, ca, g1"
cl_6_monte_large,Large Fast Cruiser,cl,1939,dido_hull_a_long2,1.03,italy,10350,12900,35.7,"type(cl), CL_Condot_Monte, No_Barb, Essential_Central_Funnels, rear_barbette, cl, g4"
cl_5_italian,Modern Light Cruiser II,cl,1935,akizuki_hull_b,1.38,italy,8000,11500,36.1,"type(cl), Modern_CL_Italian, cl, modern_layout, barbette_need, g4, var(nose_long_b), Essential_Central_Funnels"
cl_5_italian_small,Compact Light Cruiser,cl,1935,akizuki_hull_b,1.35,italy,6700,8000,36.5,"type(cl), Modern_CL_Italian, cl, modern_layout, barbette_need, g4, var(nose_long_b), Essential_Central_Funnels"
cl_6_monte,Advanced Fast Cruiser,cl,1935,dido_hull_a_long,1.00,italy,8500,10900,35.0,"type(cl), CL_Condot_Monte, No_Barb, Essential_Central_Funnels, rear_barbette, cl, g4"
cl_4_Modern_Trento,Modern Light Cruiser I,cl,1925,trento_hull,0.89,"italy, france",6600,10200,36.3,"type(cl), CL_Modern_2_Trento, No_Barb, cl, g4"
cl_5_italian_early_condot,Experimental Light Cruiser,cl,1916,dido_hull_a_long,0.95,italy,7200,10000,36.5,"type(cl), Italian_Condit, g4, rear_barbette, Tower_Forward, No_Barb, cl"
cl_3_britain_var2,Scout Cruiser,cl,1910,spee_hull_a_cruiser_small,0.86,italy,4500,9500,29.5,"type(cl), CL_Britain_Small_advanced, cl, g1, g2, Tower_Forward, Coastal_Ship, Essential_Central_Funnels, No_Barb, small_gun_mount, rear_barbette"
cl_3_britain,Light Cruiser III,cl,1905,warrior_hull_narrow,0.82,"italy, britain, china, spain, austria",3500,8500,29.5,"type(cl), CL_Britain_Small, cl, g1, Tower_Forward, Coastal_Ship, Essential_Central_Funnels, No_Barb, barbette_need, var(nose_line)"
cl_3_straightbow_tall,Light Cruiser IV,cl,1904,emden_hull,1.30,"italy, austria",8500,12500,27.0,"type(cl), CL_Emden_Large, cl, g1"
cl_2_medium_strbow,Semi-Armored Cruiser II,cl,1902,cressy_hull,0.98,"italy, japan, spain, china",7000,10000,21.5,"type(cl), CA_small, ca, g1, var(bow_flat_straight;middle_gun_b)"
cl_2_straightbow,Light Cruiser II,cl,1893,gazelle_hull,1.00,"italy, usa, britain, japan, spain, china",2500,7000,23.0,"type(cl), CL, cl, g1, var(bow_b)"
cl_1_medium_strbow,Semi-Armored Cruiser I,cl,1890,cressy_hull,0.88,"italy, japan, spain, china",3500,7000,20.5,"type(cl), CA_small, ca, g1, var(bow_flat_straight)"
cl_1_straightbow,Light Cruiser I,cl,1890,gazelle_hull,0.88,"italy, usa, britain, japan, spain, china",2000,3500,21.5,"type(cl), CL_small, cl, g1, var(bow_b)"
cl_1_straightbow_early,Torpedo Cruiser,cl,1890,gazelle_hull_tall,0.70,"italy, usa, britain, japan, spain, china",1000,2000,21.5,"type(cl), Gunboat, cl, g1, var(bow_b)"
dd_8_hybrid_cruiser_italy,Hybrid Destroyer ╬Ö╬Ö,dd,1935,akizuki_hull_b_cruisers_var4,1.04,italy,5050,6250,37.0,"type(dd), DD_Modern_Hybrid_Italy, dd, g4, var(nose_long)"
dd_6_nose_large_italian,Hybrid Destroyer,dd,1935,akizuki_hull_b,1.37,italy,3500,4500,36.5,"type(dd), DD_Hybrid_It, dd, g4, var(nose_long)"
dd_5_stern_large_italian,Modern Destroyer (Leader),dd,1922,akizuki_hull_a,1.10,italy,2000,3500,35.5,"type(dd), DD_Modern_L_It, dd, g4"
dd_5_nose_generic_small,Modern Destroyer (Standard),dd,1921,akizuki_hull_b,1.30,italy,1550,2450,35.7,"type(dd), DD_Modern_M_It, dd, g4, var(nose_long)"
dd_4_france,Destroyer IV,dd,1918,dd_s_hull,1.36,"italy, france",1700,2400,36.5,"type(dd), DD_Big_France, dd, g3"
dd_3,Destroyer III,dd,1913,dd_s_hull,1.32,"italy, usa, britain, spain, china, austria",1500,2000,34.2,"type(dd), DD_large, dd, g3"
dd_2_france,Destroyer II,dd,1911,dd_s_hull,1.45,"italy, france, austria",1300,1700,34.5,"type(dd), DD_Small_Russia, dd, g2"
dd_1_france,Destroyer I,dd,1899,dd_s_hull,1.33,"italy, france",800,1200,34.0,"type(dd), DD_Small_Russia, dd, g1"
tb_modern_4,Modern Torpedo Boat,tb,1920,akizuki_hull_b,0.75,italy,650,1000,35.0,"type(tb), TB_Modern_4, dd, g4, var(nose_long_b)"
tb_highbow,Torpedo Boat,tb,1890,jap_tb_hull,1.41,"italy, germany, austria",200,500,29.0,"type(tb), TB, tb, g1, var(bow_c)"
