@name,change,enabled,type,nameUi,order,Year,weight,cost,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,speedLimiter,minMainTurrets,minMainBarrels,#comment,#comment2,#cost_base,#cost_base_mod
bb_4_russia,,,hull,Modernized Dreadnought,,1919,-1,-1,1.45,1200,dreadnought_hull_c_tall,1.15,,,russia,"type(bb), BB_Russia_Rebuilt, RussianCenterline, bb, g4, var(stern_flat)","hsize(600), hull_form(68), stability(57), floatability(62), endurance(85), spot(0), turn(55), vis(7500), beam(0), draught(0)",,,,0.155,8,11,37500,45000,18,,,,,,,21.5,4,8,,21,-1,
bb_2_usa_newyork_wide,,,hull,Modernized Dreadnought III,,1927,-1,-1,1.35,1180,new_york_hull_a,1.315,,,usa,"type(bb), bb, BB_USA_NewYork_modernized_wide, hullbarbette, Middle_SuperStructure, g4","hsize(2000), hull_form(70), stability(85), floatability(85), endurance(93), spot(0), turn(20), vis(8200), beam(0), draught(0)",,,,0.175,1,3,41500,49500,18,,,,,,,21.8,4,8,,21.3,-1,
bb_4_usa_modernized,,,hull,Modernized Dreadnought II,,1927,-1,-1,1.35,1150,invincible_hull_b,1.4,,,usa,"type(bb), BB_Modern_Iowa_modernized, MainTower_Barbette, No_Barb, bb, g3, g4, Middle_SuperStructure","hsize(850), hull_form(70), stability(92), floatability(82), endurance(96), spot(0), turn(22), vis(7900), beam(0), draught(0)",,,,0.145,1,2,38500,46500,17,,,,,,,21.5,3,8,,21,-1,
bb_2_usa_newyork_base,,,hull,Modernized Dreadnought I,,1927,-1,-1,1.35,1100,new_york_hull_b,1,,,usa,"type(bb), bb, BB_USA_NewYork_modernized, newyork_style, g3, g4","hsize(1200), hull_form(75), stability(75), floatability(75), endurance(78), spot(0), turn(55), vis(6800), beam(0), draught(0)",,,,0.17,6,9,25750,32500,15,,,,,,,22.9,4,8,,22.4,-1,
bb_3_britain_modernized,,,hull,Modernized Dreadnought,,1927,-1,-1,1.35,1150,dreadnought_hull_c_elizabeth,1.275,,,britain,"type(bb), BB_Britain_Modernized, bb, g3, Typical_Modern_BB, Warspite_Var, Middle_SuperStructure","hsize(750), hull_form(72), stability(82), floatability(72), endurance(92), spot(0), turn(34), vis(7100), beam(0), draught(0)",,,,0.145,1,3,33500,42000,18,,,,,,,21.5,3,8,,21,-1,
bb_5_austrian_pocket,,,hull,Advanced Small Battleship,,1929,-1,-1,1.6,600,brooklyn_hull_c_wide,1.04,,,austria,"type(bb), Warship_Austrian_Pocket, CA_Pocket, Typical_Modern_BB, Warspite_Var, Middle_SuperStructure, bb, g3, g4","hsize(1100), hull_form(75), stability(75), floatability(71), endurance(105), spot(0), turn(45), vis(7000), beam(0), draught(0)",,,,0.25,4,6,32000,39000,15,,,,,,,23.5,2,6,,23,-1,
bb_5_generic_small,,,hull,Advanced Small Battleship,,1929,-1,-1,1.45,550,de_Ruyter_hull_a_wide,1.366,,,"spain, china","type(bb), CA_Heavy_Small_Generic, Extra_Tower_Modern_Small, Middle_SuperStructure, bb, g3, g4","hsize(1300), hull_form(78), stability(80), floatability(75), endurance(82), spot(0), turn(55), vis(7400), beam(0), draught(0)",,,,0.19,4,6,23500,32000,15,,,,,,,22.5,3,8,,22,-1,
bb_4_russia_small,,,hull,Modernized Dreadnought I,,1919,-1,-1,1.45,600,dreadnought_hull_c_tall,1.025,,,russia,"type(bb), BB_Russia_Rebuilt_Small, RussianCenterline, RussianCenterline_Old, Russian_Central_Turrets, bb, g3, var(stern_flat)","hsize(600), hull_form(71), stability(54), floatability(60), endurance(85), spot(0), turn(55), vis(6500), beam(0), draught(0)",,,,0.2,9,12,27500,35000,15,,,,,,,21.5,3,8,,21,-1,
bb_5_cesare,,,hull,Small Modernized Dreadnought,,1929,-1,-1,1.4,500,invincible_hull,1.045,,,italy,"type(bb), BB_Cesare, No_Barb, Mixed_Quads, Big_SuperStructure, little_funnel_room, bb, g3, g4","hsize(1200), hull_form(90), stability(80), floatability(80), endurance(70), spot(0), turn(60), vis(6100), beam(0), draught(0)",,,,0.2,2,3,24000,29000,14,-7.5,12.5,-7.5,18.5,,,24,3,8,,23.5,-1,
bb_4_german,,,hull,Dreadnought V,,1919,-1,-1,1.3,1200,dreadnought_hull_c_elizabeth,1.4,,,germany,"type(bb), BC_Derfflinger, BC_Derfflinger_Large, bb, g3, var(stern_step), battlecruiser_forward, barbette_need, Big_SuperStructure","hsize(750), hull_form(86), stability(80), floatability(77), endurance(91), spot(0), turn(45), vis(8250), beam(0), draught(0)",,,,0.19795,1,3,47000,61000,18,,,,,,,25,3,8,,24.5,-1,
bb_4_france,,,hull,Dreadnought VI,,1919,-1,-1,1.25,1150,dreadnought_hull_c,1.36,,,france,"type(bb), BB_French_Advanced, bb, g3, var(stern_flat)","hsize(600), hull_form(75), stability(83), floatability(81), endurance(89.5), spot(0), turn(43), vis(7950), beam(0), draught(0)",,,,0.19795,0,2,44000,60000,18,,,,,,,23.5,3,8,,23,-1,
bb_4,,,hull,Dreadnought IV,,1919,-1,-1,1.25,1150,dreadnought_hull_c,1.3,,,"russia, spain, china, austria","type(bb), BB_Super, bb, g3, var(stern_flat)","hsize(600), hull_form(79), stability(80), floatability(79), endurance(87.5), spot(0), turn(48), vis(7750), beam(0), draught(0)",,,,0.19795,1,3,46000,62000,18,,,,,,,24.5,3,8,,24,-1,
bb_3_german,,,hull,Dreadnought IV,,1919,-1,-1,1.25,1150,dreadnought_hull_c_long,1.434,,,germany,"type(bb), BC_Derfflinger, BC_Derfflinger_Large, bb, g3, var(stern_step), battlecruiser_forward, barbette_need, RussianCenterline","hsize(700), hull_form(85), stability(77), floatability(74), endurance(88.5), spot(0), turn(51), vis(7550), beam(0), draught(0)",,,,0.19795,0,1,44000,57000,18,,,,,,,25,3,8,,24.5,-1,
bb_4_italy,,,hull,Dreadnought V,,1919,-1,-1,1.25,1150,invincible_hull_b,1.28,,,italy,"type(bb), BB_Super, bb, g3, var(stern_flat)","hsize(800), hull_form(79), stability(80), floatability(79), endurance(81.5), spot(0), turn(51), vis(7550), beam(0), draught(0)",,,,0.18,1,3,38000,56000,18,,,,,,,24.5,3,8,,24,-1,
bb_3_britain,,,hull,Dreadnought VII,,1919,-1,-1,1.3,1100,dreadnought_hull_flat_b,1.275,,,britain,"type(bb), BB_British_Advanced, bb, g3, typical_modern2, Typical_Modern_BB, Narrow_Deck, barbette_need, Middle_SuperStructure_British, var(center_mounts)","hsize(650), hull_form(91), stability(80), floatability(80), endurance(65), spot(0), turn(52), vis(7700), beam(0), draught(0)",,,,0.18,2,3,40000,51000,18,,,,,,,23.5,3,8,,23,-1,
bb_3_japan,,,hull,Dreadnought IV,,1914,-1,-1,1.25,1100,fuso_hull_a,1.035,,,japan,"type(bb), BB_Fuso_Old, barbette_need, RussianCenterline, bb, g3","hsize(1000), hull_form(86), stability(73), floatability(71), endurance(65), spot(0), turn(55), vis(7700), beam(0), draught(0)",,,,0.16,3,5,26000,46000,18,,,,,,,23.5,4,8,,23,-1,
bb_3_britain_elizabeth,,,hull,Dreadnought VI,,1916,-1,-1,1.3,1100,dreadnought_hull_c_elizabeth,1.275,,,britain,"type(bb), BB_British_Advanced, bb, g3, typical_modern2, Typical_Modern_BB, Narrow_Deck, barbette_need, Middle_SuperStructure_British","hsize(850), hull_form(87), stability(77), floatability(85), endurance(70), spot(0), turn(53), vis(7900), beam(0), draught(0)",,,,0.18,1,2,33000,45000,18,,,,,,,23.5,4,8,,23,-1,
bb_3,,,hull,Dreadnought III,,1916,-1,-1,1.15,1000,dreadnought_hull_d,1.23,,,"japan, russia, spain, china, austria","type(bb), BB_Super, bb, g3, gv(2)","hsize(600), hull_form(85), stability(75), floatability(70), endurance(75), spot(0), turn(50), vis(7500), beam(0), draught(0)",,,,0.2033,0,2,36000,44000,18,,,,,,,22.5,4,8,,22,-1,
bb_3_usa_var,,,hull,Experimental Dreadnought III,,1919,-1,-1,1.07,1000,von_der_tan_hull_b_long2,1.267,,,usa,"type(bb), BB_Super, bb, g3, barbette_need","hsize(800), hull_form(81), stability(82), floatability(80), endurance(73), spot(0), turn(58), vis(7100), beam(0), draught(0)",,,,0.185,1,3,42500,49500,18,,,,,,,22,4,8,,21.5,-1,
bb_2_usa,,,hull,Experimental Dreadnought II,,1919,-1,-1,1.05,1050,south_carolina_hull_a,1.45,,,usa,"type(bb), BB_USA2, bb, g3","hsize(1000), hull_form(58), stability(83), floatability(77), endurance(78), spot(0), turn(55), vis(6500), beam(0), draught(0)",,,,0.21,1,2,41000,47000,18,,,,,,,22,4,8,,21.5,-1,
bb_2_britain,,,hull,Dreadnought V,,1912,-1,-1,,1100,dreadnought_hull_flat_b,1.213,,,"spain, china","type(bb), BC_BritainSuper, bb, g3, typical_modern2,Typical_Modern_BB, Narrow_Deck, barbette_need, Middle_SuperStructure_British, Small_Deck, var(center_mounts)","hsize(500), hull_form(84), stability(80), floatability(80), endurance(65), spot(0), turn(49), vis(7000), beam(0), draught(0)",,,,0.175,1,2,32000,39500,18,,,,,,,22.5,4,8,,22,-1,
bb_2_britain_france,,,hull,Dreadnought V,,1916,-1,-1,,1100,dreadnought_hull_flat_b,1.213,,,france,"type(bb), BB_French_Advanced, bb, g3, Typical_Modern_BB, barbette_need, Middle_SuperStructure_British, var(center_mounts)","hsize(500), hull_form(84), stability(80), floatability(80), endurance(65), spot(0), turn(49), vis(7000), beam(0), draught(0)",,,,0.175,1,2,32000,39500,18,,,,,,,22.5,4,8,,22,-1,
bb_2_japan,,,hull,Dreadnought II,,1912,-1,-1,,1150,dreadnought_hull_d,1.1,,,japan,"type(bb), BB_Flat2, bb, g3","hsize(600), hull_form(70), stability(60), floatability(69), endurance(72), spot(0), turn(55), vis(7500), beam(0), draught(0)",,,,0.214,3,5,30000,37000,18,,,,,,,22.5,4,8,,22,-1,
bb_2_russia,,,hull,Dreadnought II,,1912,-1,-1,,1150,dreadnought_hull_c,1.1,,,"spain, china","type(bb), BB_Flat, bb, g3, var(stern_flat), RussianCenterline","hsize(600), hull_form(60), stability(55), floatability(62), endurance(82), spot(0), turn(55), vis(7500), beam(0), draught(0)",,,,0.16585,4,7,30000,37000,18,,,,,,,22.5,4,8,,22,-1,
bb_2_russia_gangut,,,hull,Dreadnought II,,1910,-1,-1,,965,dreadnought_hull_c_tall,0.95,,,russia,"type(bb), BB_Italy_Old, bb, g3, Izmail_Specials, var(stern_flat), Old_Small_Towers, RussianCenterline, Small_Foredeck, Russian_Central_Turrets","hsize(400), hull_form(61), stability(63), floatability(63), endurance(87.5), spot(0), turn(51), vis(7700), beam(0), draught(0)",,,,0.17655,9,12,30500,36000,18,,,,,,,22,4,8,,21.5,-1,
bb_2_Italy,,,hull,Dreadnought IV,,1914,-1,-1,1.075,950,invincible_hull_b,1.18,,,italy,"type(bb), BB_Super, bb, g3","hsize(1000), hull_form(86), stability(70), floatability(75), endurance(65), spot(0), turn(57), vis(7200), beam(0), draught(0)",,,,0.2033,1,3,29000,35000,18,,,,,,,22,4,8,,21.5,-1,
bb_2,,,hull,Dreadnought II,,1912,-1,-1,1.075,950,dreadnought_hull_c,1.15,,,austria,"type(bb), BB, bb, g3","hsize(600), hull_form(83), stability(70), floatability(73), endurance(70), spot(0), turn(52), vis(7000), beam(0), draught(0)",,,,0.2033,2,4,30000,36000,18,,,,,,,22,4,8,,21.5,-1,
bb_1_russia_alt,,,hull,Experimental Dreadnought I,,1912,-1,-1,,965,von_der_tan_hull_d,1.2,,,"russia, spain, china","type(bb), BB_Flat, bb, g3, RussianCenterline","hsize(400), hull_form(65), stability(50), floatability(54), endurance(81.5), spot(0), turn(64), vis(7200), beam(0), draught(0)",,,,0.15,2,4,25500,30500,18,,,,,,,22.8,4,8,,22.3,-1,
bb_2_britain_alt3,,,hull,Dreadnought V,,1914,-1,-1,1.05,1000,dreadnought_hull_c_elizabeth,1.2,,,britain,"type(bb), BB_Elizabeth, bb, Typical_Modern_BB, barbette_need, g3","hsize(800), hull_form(88), stability(79), floatability(79), endurance(69), spot(0), turn(58), vis(7100), beam(0), draught(0)",,,,0.185,1,3,25500,35500,18,,,,,,,22.8,4,8,,22.3,-1,
bb_2_britain_alt2,,,hull,Dreadnought IV,,1912,-1,-1,,975,dreadnought_hull_c_elizabeth,1.1,,,britain,"type(bb), BB_Elizabeth, bb, Typical_Modern_BB, barbette_need, g3","hsize(700), hull_form(84), stability(77), floatability(79), endurance(66), spot(0), turn(52), vis(6900), beam(0), draught(0)",,,,0.185,1,3,23600,32500,18,,,,,,,22.4,4,8,,21.9,-1,
bb_3_france,,,hull,Dreadnought IV,,1914,-1,-1,,1000,dreadnought_hull_c_elizabeth,1.2,,,france,"type(bb), BB_French_Advanced, bb, Typical_Modern_BB, barbette_need, g3","hsize(850), hull_form(78), stability(79), floatability(78), endurance(70), spot(0), turn(53), vis(7300), beam(0), draught(0)",,,,0.17,0,2,28000,36000,18,,,,,,,22.3,4,8,,21.8,-1,
bb_2_german,,,hull,Dreadnought III,,1910,-1,-1,,1000,dreadnought_hull_d_short,1.2,,,germany,"type(bb), BC_Derfflinger, bb, g3, battlecruiser_forward, barbette_need, RussianCenterline","hsize(2450), hull_form(84), stability(75), floatability(77), endurance(75), spot(0), turn(60), vis(6900), beam(0), draught(0)",,,,0.18,0,3,27000,34000,18,,,,,,,22.3,4,8,,21.8,-1,
bb_2_britain_alt,,,hull,Dreadnought III,,1910,-1,-1,,950,invincible_hull_b,1.09,,,britain,"type(bb), BB_Super, bb, g3","hsize(580), hull_form(87), stability(75), floatability(77), endurance(62), spot(0), turn(55), vis(6700), beam(0), draught(0)",,,,0.185,2,4,21000,29500,18,,,,,,,22,4,8,,21.5,-1,
bb_1_italy,,,hull,Dreadnought III,,1912,-1,-1,,940,fuso_hull_a,0.95,,,italy,"type(bb), BB_Italy_Old, Old_Small_Towers,barbette_need, bb, g3","hsize(1000), hull_form(86), stability(60), floatability(62), endurance(67), spot(0), turn(66), vis(6400), beam(0), draught(0)",,,,0.18,1,3,23000,30000,18,,,,,,,22.3,4,8,,21.8,-1,
bb_2_france,,,hull,Dreadnought III,,1908,-1,-1,,900,dreadnought_hull_d_short,1,,,france,"type(bb), BB_French_Early, bb, g2","hsize(1450), hull_form(80), stability(65), floatability(67), endurance(72), spot(0), turn(62), vis(6900), beam(0), draught(0)",,,,0.18,1,3,22500,28000,18,,,,,,,22.3,4,8,,21.8,-1,
bb_2_usa_newyork_var,,,hull,Dreadnought V,,1919,-1,-1,,1030,new_york_hull_b,1.275,,,usa,"type(bb), bb, BB_USA_NewYork_big, sec_tower_little_room, battlecruiser_forward, g3, g4","hsize(1800), hull_form(55), stability(80), floatability(79), endurance(78), spot(0), turn(50), vis(7200), beam(0), draught(0)",,,,0.23,1,3,32500,44500,18,,,,,,,22.5,4,8,,22,-1,
bb_2_usa_newyork_base_var,,,hull,Dreadnought IV,,1914,-1,-1,,1000,new_york_hull_c,1.05,,,usa,"type(bb), bb, BB_USA_NewYork_addon, battlecruiser_forward, RussianCenterline, g3","hsize(1200), hull_form(60), stability(75), floatability(75), endurance(70), spot(0), turn(55), vis(6800), beam(0), draught(0)",,,,0.205,4,8,28500,39500,18,,,,,,,22,4,8,,21.5,-1,
bb_2_usa_newyork_var2,,,hull,Dreadnought III,,1910,-1,-1,,925,new_york_hull_d,1,,,usa,"type(bb), bb, BB_USA_NewYork_gen2, battlecruiser_forward, RussianCenterline, g3","hsize(1500), hull_form(53), stability(80), floatability(79), endurance(70), spot(0), turn(50), vis(6600), beam(0), draught(0)",,,,0.206,4,8,26000,33500,18,,,,,,,22,4,8,,21.5,-1,
bb_2_usa_texas_base,,,hull,Dreadnought II,,1908,-1,-1,,850,texas_hull_a,1,,,usa,"type(bb), bb, BB_USA_NewYork, RussianCenterline, g3","hsize(1200), hull_form(61), stability(76), floatability(73), endurance(71.5), spot(0), turn(58.5), vis(6300), beam(0), draught(0)",,,,0.2,2,7,23500,28500,18,,,,,,,21.6,4,8,,21.1,-1,
bb_2_usa_newyork_var3,,,hull,Experimental Dreadnought I,,1905,-1,-1,,825,new_york_hull_e,1.04,,,usa,"type(bb), bb, BB_USA_NewYork, No_Barb, Small_Foredeck, g1, g2","hsize(850), hull_form(47), stability(77), floatability(70), endurance(77.5), spot(0), turn(45), vis(6200), beam(0), draught(0)",,,,0.22,4,7,20500,24500,18,,,,,,,21,4,8,,20.5,-1,
bb_1_german_helgoland,,,hull,Dreadnought II,,1908,-1,-1,,900,dreadnought_hull_c,1.077,,,germany,"type(bb), BB_Helgoland, bb, g2, Cross_Deck_Guns, Small_Foredeck, Late_Cross_Deck_plus, german_sides, var(stern_flat)","hsize(650), hull_form(69), stability(62), floatability(65), endurance(88), spot(0), turn(51), vis(7800), beam(0), draught(0)",,,,0.2,2,4,23500,27500,18,,,,,,,22,4,8,,21.5,-1,
bb_1_italy_medium,,,hull,Dreadnought II,,1908,-1,-1,,900,von_der_tan_hull_c_tall2,0.91,,,italy,"type(bb), BB_Italy_Dante, Old_Small_Towers, RussianCenterline, RussianCenterline_Old, bb, g2, frontalfunnel","hsize(550), hull_form(80), stability(58), floatability(62), endurance(73), spot(0), turn(64), vis(6300), beam(0), draught(0)",,,,0.18,2,3,20500,25000,18,,,-5,20,,,22.5,4,8,,22,-1,
bb_1_large,,,hull,Dreadnought II,,1908,-1,-1,,900,von_der_tan_hull_b_long,1,,,britain,"type(bb), BB_Britain_Alt, bb, g2, Cross_Deck_Guns","hsize(550), hull_form(77), stability(73), floatability(68), endurance(67), spot(0),  turn(50), vis(6750), beam(0), draught(0)",,,,0.18,2,4,19500,27500,18,,,,,,,22,5,10,,21.5,-1,
bb_1_russia,,,hull,Dreadnought I,,1905,-1,-1,,865,dreadnought_hull_c,0.9,,,"spain, china","type(bb), BB_Flat, bb, g2, var(stern_flat), barbette_need, Small_Foredeck, RussianCenterline","hsize(400), hull_form(61), stability(50), floatability(58), endurance(77.5), spot(0), turn(60), vis(7000), beam(0), draught(0)",,,,0.17655,4,7,22500,29000,18,,,,,,,22,4,8,,21.5,-1,
bb_1_russia_gangut,,,hull,Dreadnought I,,1905,-1,-1,,865,dreadnought_hull_c_tall,0.9,,,russia,"type(bb), BB_Italy_Old, bb, g3, var(stern_flat), Old_Small_Towers, RussianCenterline, RussianCenterline_Old, Small_Foredeck, Russian_Central_Turrets","hsize(400), hull_form(58), stability(60), floatability(60), endurance(87.5), spot(0), turn(50), vis(7200), beam(0), draught(0)",,,,0.17655,8,11,20500,26000,18,,,,,,,22,4,8,,21.5,-1,
bb_1_french_large,,,hull,Dreadnought II,,1908,-1,-1,1.04,880,dreadnought_hull_b_thick,1.03,,,france,"type(bb), BB_French_Early, early_dreadnought, bb, g2","hsize(450), hull_form(70), stability(63), floatability(68), endurance(70), spot(0), turn(61), vis(6950), beam(0), draught(0)",,,,0.19,0,2,20800,29500,18,,,,,,,22,4,8,,21.5,-1,
bb_1,,,hull,Dreadnought I,,1905,-1,-1,,600,dreadnought_hull_a,1,,,britain,"type(bb), BB, bb, g2, Cross_Deck_Guns, RussianCenterline, Small_Foredeck, early_dreadnought","hsize(550), hull_form(80), stability(70), floatability(70), endurance(65), spot(0),  turn(50), vis(6500), beam(0), draught(0)",,,,0.18,1,3,17000,26000,18,,,,,,,22,5,10,,21.5,-1,
bb_1_usa,,,hull,Dreadnought (USA),,1905,-1,-1,,800,south_carolina_hull_a,1,,,usa,"type(bb), BB_USA, bb, g2, barbette_need","hsize(800), hull_form(60), stability(80), floatability(75), endurance(75), spot(0), turn(45), vis(6000), beam(0), draught(0)",,,,0.2033,1,3,17500,25500,18,,,,,,,22,4,8,,21.5,-1,
bb_1_italy_small,,,hull,Dreadnought I,,1905,-1,-1,,880,von_der_tan_hull_c_long,0.91,,,italy,"type(bb), BB_Italy_Dante, Old_Small_Towers, RussianCenterline, RussianCenterline_Old, bb, g2, frontalfunnel","hsize(500), hull_form(82), stability(55), floatability(60), endurance(70), spot(0), turn(69), vis(6100), beam(0), draught(0)",,,,0.18,2,3,18000,21500,18,,,-5,20,,,22,3,6,,21.5,-1,
bb_1_french,,,hull,Dreadnought I,,1905,-1,-1,,880,dreadnought_hull_b,1,,,france,"type(bb), BB_French_Early, early_dreadnought, bb, g2","hsize(450), hull_form(73), stability(60), floatability(65), endurance(69), spot(0), turn(65), vis(6750), beam(0), draught(0)",,,,0.19,0,2,18500,27000,18,,,,,,,21.5,4,8,,21,-1,
bb_1_japan,,,hull,Dreadnought I,,1905,-1,-1,,880,dreadnought_hull_c_wide,1,,,japan,"type(bb), BB_Japan_Early, bb, g2, var(stern_flat), Cross_Deck_Guns, Late_Cross_Deck, Late_Cross_Deck_plus","hsize(450), hull_form(70), stability(62), floatability(67), endurance(71), spot(0), turn(62), vis(6750), beam(0), draught(0)",,,,0.19,2,4,18500,25000,18,,,,,,,21.5,4,8,,21,-1,
bb_1_austria_larger,,,hull,Experimental Dreadnought II,,1910,-1,-1,1.225,875,dreadnought_hull_c_elizabeth,1.19,,,austria,"type(bb), BB_Tegetthof, bb, g3, Middle_SuperStructure, barbette_need, var(stern_flat)","hsize(450), hull_form(64), stability(63), floatability(53), endurance(90), spot(0), turn(44), vis(7300), beam(0), draught(0)",,,,0.2,0,1,23000,27000,18,,,,,,,21.5,4,8,,21,-1,
bb_1_austria,,,hull,Experimental Dreadnought I,,1908,-1,-1,1.15,875,dreadnought_hull_c,1.155,,,austria,"type(bb), BB_Tegetthof, bb, g3, Middle_SuperStructure, barbette_need, var(stern_flat)","hsize(450), hull_form(60), stability(65), floatability(50), endurance(95), spot(0), turn(40), vis(7000), beam(0), draught(0)",,,,0.2,0,1,21000,25000,18,,,,,,,21.5,4,8,,21,-1,
bb_1_german,,,hull,Dreadnought I,,1905,-1,-1,,865,dreadnought_hull_c,1.05,,,austria,"type(bb), BB_Flat, bb, g2, Cross_Deck_Guns, german_sides, Late_Cross_Deck_plus, var(stern_flat)","hsize(450), hull_form(67), stability(55), floatability(60), endurance(85), spot(0), turn(50), vis(7500), beam(0), draught(0)",,,,0.2,1,2,19000,22000,18,,,,,,,21.5,4,8,,21,-1,
bb_1_german_nassau,,,hull,Dreadnought I,,1905,-1,-1,,865,dreadnought_hull_c,1.055,,,germany,"type(bb), BB_Nassau_Large, bb, g2, Late_Cross_Deck_plus,Cross_Deck_Guns, german_sides, var(stern_flat)","hsize(450), hull_form(64), stability(57), floatability(60), endurance(87), spot(0), turn(45), vis(7600), beam(0), draught(0)",,,,0.2,1,2,19500,22500,18,,,,,,,21.5,5,10,,21,-1,
bb_1_china_semi,,,hull,Small Dreadnought II,,1905,-1,-1,,780,dreadnought_hull_b_thick,0.8,,,"spain, china","type(bb), BB_Japan_Early_Semi, bb, g2, Late_Cross_Deck_plus","hsize(450), hull_form(68), stability(58), floatability(63), endurance(68), spot(0), turn(65), vis(6250), beam(0), draught(0)",,,,0.17,1,3,15500,17700,18,,,,,,,21.5,5,10,,21,-1,
bb_1_spain,,,hull,Small Dreadnought I,,1905,-1,-1,,700,dreadnought_hull_c,0.85,,,"spain, china","type(bb), Espanha, Cross_Deck_Guns, Small_Foredeck, german_sides, bb, g2, var(stern_flat;side_guns)","hsize(500), hull_form(59), stability(52), floatability(59), endurance(79.5), spot(0), turn(45), vis(6300), beam(0), draught(0)",,,,0.188,1,2,15500,16700,18,-5,17,-17.5,16.5,,,21.5,4,8,,21,-1,
bb_1_german_early,,,hull,Small Dreadnought,,1905,-1,-1,,765,dreadnought_hull_c,0.95,,,germany,"type(bb), BB_Nassau, bb, g2, Cross_Deck_Guns, german_sides, var(stern_flat)","hsize(450), hull_form(66), stability(55), floatability(57), endurance(82), spot(0), turn(53), vis(7300), beam(0), draught(0)",,,,0.2,2,3,17500,19500,18,-5,17,-17.5,16.5,,,21.5,4,8,,21,-1,
bb_1_austrian_early,,,hull,Small Dreadnought,,1905,-1,-1,,765,dreadnought_hull_c,0.86,,,austria,"type(bb), BB_Small_Austria, bb, g2, Cross_Deck_Guns, var(stern_flat)","hsize(450), hull_form(63), stability(58), floatability(53), endurance(85), spot(0), turn(50), vis(7000), beam(0), draught(0)",,,,0.2,2,4,14500,18500,18,-5,17,-17.5,16.5,,,21.5,4,8,,21,-1,
bb_1_russia_mission,,,hull,Dreadnought (Long),,-1,-1,-1,,765,dreadnought_hull_c,0.9,,,,"type(bb), BB_Flat, bb, g2, var(stern_flat)","hsize(370), hull_form(61), stability(50), floatability(58), endurance(77.5), spot(0), turn(60), vis(7000), beam(0), draught(0)",,,,0.1926,4,7,22500,29000,18,,,,,,,21.5,4,8,,21,-1,
bb_1_german_mission,,,hull,Dreadnought (Wide),,-1,-1,-1,,765,dreadnought_hull_c,1.05,,,,"type(bb), BB_Flat, bb, g2, var(stern_flat)","hsize(390), hull_form(67), stability(55), floatability(60), endurance(85), spot(0), turn(50), vis(7500), beam(0), draught(0)",,,,0.214,1,3,22500,29000,18,,,,,,,21.5,4,8,,21,-1,
